latitude,longitude,name,label,ferric_iron_index,ferrous_mineral_index,laterite_index,gossan_index,ndvi,slope,elevation
24.805611,74.23103,BG-rajasthan-013,0,0.971279,0.959981,1.063842,1.129229,0.274683,6.316675,246.009406
23.618569,73.816786,BG-rajasthan-009,0,0.900741,0.875709,1.164556,1.275452,0.902927,5.245523,257.445243
22.45,78.1,Betul Mn Occurrences,1,1.186104,1.477197,1.043092,1.356606,0.089054,16.149982,389.065913
21.437276,79.016066,BG-mp-maharashtra-005,0,1.196266,1.130736,0.943317,1.094479,0.198419,5.103065,396.347024
23.39826,73.048851,BG-rajasthan-025,0,0.607267,1.013999,1.026827,0.74906,0.219913,2.128199,291.790004
15.66919,76.456274,BG-karnataka-030,0,0.970981,0.835444,0.808743,1.069042,0.379208,5.019397,524.735214
15.560232,77.210337,BG-karnataka-036,0,1.093152,0.939944,1.107846,1.03648,0.611136,11.11187,389.3477
14.920606,75.762977,BG-karnataka-048,0,1.167519,1.191767,0.814395,1.014901,0.399275,7.483753,607.199106
22.752735,78.444034,BG-mp-maharashtra-036,0,0.912913,1.130632,0.832931,0.997869,0.634011,14.290471,293.607923
23.770391,74.153176,BG-rajasthan-001,0,1.145167,0.988605,0.716809,0.86717,0.255189,3.235073,304.153302
17.689331,84.004188,BG-andhra-022,0,1.024472,1.1261,1.037596,1.44449,0.418617,9.051638,245.585286
22.06,78.94,Chhindwara Mn Belt,1,1.681313,1.159405,1.472146,1.745815,0.075127,9.215488,495.301441
18.937259,83.594982,BG-andhra-030,0,0.950435,0.846218,1.263237,0.983256,0.754796,3.212086,177.220219
20.809594,84.74177,BG-odisha-049,0,1.147542,0.933218,0.826181,0.904814,0.506354,2.502487,389.687453
21.81,80.19,Balaghat Mn District,1,0.928543,1.1307,1.287544,1.317472,0.050577,6.142683,464.936462
21.533956,80.309964,BG-mp-maharashtra-026,0,1.25793,0.778205,0.925798,1.176328,0.516858,5.078092,370.421614
15.326777,77.347325,BG-karnataka-015,0,1.022122,0.946862,0.620166,0.905475,0.12857,11.309754,640.491336
18.004194,84.018713,BG-andhra-004,0,0.893883,1.064634,1.361784,0.920308,0.680877,7.131273,173.963086
22.311682,85.711025,BG-jharkhand-034,0,0.843054,0.88773,0.906814,0.649476,0.550179,4.052209,430.516864
23.828882,74.259531,BG-rajasthan-028,0,0.952924,1.349775,0.704834,0.87071,0.579885,16.113105,240.833943
20.999613,86.308164,BG-odisha-036,0,1.312674,0.840786,1.176939,1.032063,0.8391,13.518934,308.750506
22.65,86.15,Chaibasa Mn Deposits,1,1.96714,1.040135,1.263548,1.781581,0.07387,7.062865,399.144128
24.636847,74.502276,BG-rajasthan-023,0,1.092398,1.010334,0.850688,1.051503,0.568362,12.267958,386.097654
21.421966,80.328729,BG-mp-maharashtra-035,0,0.819523,0.963694,0.870705,1.231045,0.175178,8.018799,302.806407
24.59205,73.339383,BG-rajasthan-020,0,1.223529,1.060251,1.005093,1.10079,0.40273,8.540998,344.541065
17.830808,83.329132,BG-andhra-002,0,1.136993,0.967615,0.573009,0.937815,0.717974,12.036431,211.500403
21.67,80.34,Bharweli Mine,1,1.354793,1.16636,1.433501,1.535808,0.051882,12.014271,546.302763
17.905124,84.212299,BG-andhra-044,0,0.867222,0.935711,1.04417,1.13564,0.388509,3.120951,148.972612
22.271369,78.594497,BG-mp-maharashtra-024,0,1.081637,1.015785,0.966893,0.801724,0.274702,8.365708,285.680297
15.744334,77.146483,BG-karnataka-046,0,1.056217,0.913096,0.873643,1.024272,0.74498,6.799675,517.47677
22.736232,86.292933,BG-jharkhand-000,0,0.784261,1.026591,1.151873,1.11718,0.658212,7.644692,206.639771
23.008422,85.769511,BG-jharkhand-058,0,1.012808,1.028233,1.085362,0.941108,0.449228,7.146413,489.842232
22.704095,85.940469,BG-jharkhand-020,0,1.180838,1.044021,1.033396,0.855955,0.272837,5.086654,464.574172
18.142567,83.555856,BG-andhra-037,0,1.083257,1.032942,0.729751,0.786135,0.65038,5.344127,55.494333
23.054282,85.770916,BG-jharkhand-005,0,1.161147,0.993545,1.442234,1.22,0.518939,4.820007,375.552506
22.472942,79.530098,BG-mp-maharashtra-002,0,1.003576,0.772956,1.118404,1.063977,-0.0083,2.640145,328.838398
22.14,78.62,Sausar Group Deposits,1,1.576178,1.212951,1.587733,1.101696,0.043179,13.554959,414.134505
21.346276,84.529496,BG-odisha-012,0,0.850619,0.891533,0.848428,1.106292,0.650088,0.0,348.014586
23.351773,74.915932,BG-rajasthan-034,0,1.022279,0.970685,1.103321,1.039176,0.361433,0.496479,149.28198
24.076904,74.43886,BG-rajasthan-003,0,0.960622,0.961873,1.117476,0.959557,0.85503,5.155842,296.832186
15.435224,75.508993,BG-karnataka-019,0,1.080895,0.833827,1.003425,0.689745,0.574936,5.800054,573.162786
14.977064,77.263341,BG-karnataka-021,0,1.044769,0.794412,0.826221,1.270628,0.544082,2.812315,596.318861
21.3,85.8,Gua Mn Deposits,1,1.461542,1.532718,1.519863,1.502234,0.099573,16.278022,412.891594
23.414014,86.000472,BG-jharkhand-051,0,0.880718,0.801368,0.832017,0.961746,0.590118,9.609334,476.617676
23.123437,86.069207,BG-jharkhand-048,0,1.044476,1.068094,1.33149,1.165646,0.73249,0.0,268.402115
21.159584,78.198373,BG-mp-maharashtra-022,0,0.899822,0.611986,0.981789,1.242792,0.368996,6.37949,326.054038
22.278854,77.575032,BG-mp-maharashtra-000,0,0.941324,0.99709,0.778676,1.207845,0.133811,6.950053,365.937005
21.7,85.3,Joda Mine Complex,1,1.677829,1.341895,0.944851,0.935521,0.049878,7.59154,406.769514
23.7,74.3,Kagdi Mn Deposits,1,1.386049,1.327775,1.074122,1.059891,0.162722,8.128272,382.763867
23.859776,74.15997,BG-rajasthan-016,0,0.917307,0.937483,1.207841,0.760277,0.25166,8.387207,522.414854
24.345591,73.449281,BG-rajasthan-024,0,0.987096,0.795847,0.649821,1.061687,0.24761,15.290105,607.576389
22.694989,79.311178,BG-mp-maharashtra-014,0,1.056208,1.02311,0.951134,1.202687,0.459478,5.785105,499.644359
18.549197,84.150347,BG-andhra-024,0,1.120189,1.237028,0.708107,0.931107,0.306336,9.288006,145.705061
17.628419,84.080112,BG-andhra-057,0,1.116373,0.808032,0.954905,1.387519,0.738523,0.0,240.104511
14.150488,77.207766,BG-karnataka-028,0,1.152216,0.895857,0.793619,1.125918,0.47714,7.986434,532.614342
15.60447,77.16016,BG-karnataka-043,0,1.392986,0.841201,0.89064,1.102382,0.584396,0.0,692.704399
21.176171,85.470772,BG-odisha-018,0,0.786701,0.960832,0.920876,0.90678,0.652653,0.0,299.613891
24.190905,74.900079,BG-rajasthan-039,0,0.875558,1.073737,1.218067,1.144075,0.697198,0.0,367.996013
22.990642,85.657057,BG-jharkhand-035,0,0.798715,0.911254,1.009147,1.03514,0.693878,0.0,258.068991
21.450565,85.374509,BG-odisha-010,0,0.783099,0.746957,1.130925,1.049187,0.724624,10.833429,387.496527
22.740693,85.580442,BG-jharkhand-052,0,0.864861,1.088933,0.859344,0.828092,0.26443,6.048357,489.208283
22.803796,86.26219,BG-jharkhand-008,0,1.028417,1.119176,0.984615,0.951768,0.9226,13.6947,371.659768
21.757069,79.156122,BG-mp-maharashtra-017,0,0.886849,0.750826,1.034217,0.979118,0.53939,6.953685,467.99038
14.216805,76.086409,BG-karnataka-058,0,1.202756,1.000849,0.854249,0.896712,0.559132,0.676779,629.017642
15.482462,76.379201,BG-karnataka-026,0,1.134271,0.954295,0.844972,0.735786,0.268926,0.0,552.93382
23.946372,74.802362,BG-rajasthan-019,0,0.949234,0.840314,1.109617,1.040692,0.46809,8.011526,464.009769
18.77544,83.900617,BG-andhra-034,0,0.763548,1.051868,0.68057,0.892899,0.632065,8.610501,273.121499
18.477632,84.13135,BG-andhra-019,0,1.049134,1.143687,0.723472,0.971175,0.468049,14.658783,312.92049
23.831548,73.413669,BG-rajasthan-054,0,1.186148,0.861025,1.329946,1.095489,0.288993,16.054117,193.040097
21.53365,79.422885,BG-mp-maharashtra-052,0,0.881008,0.92958,0.813133,1.104354,0.50705,6.010787,628.318751
22.0,84.95,Rajgangpur Mn Area,1,1.053206,1.438622,1.171563,1.712433,0.311469,18.245902,406.664
20.957884,86.26355,BG-odisha-021,0,0.833878,1.00263,0.961461,0.737944,0.585043,1.347949,538.620971
15.807857,76.363976,BG-karnataka-029,0,1.174426,0.923426,0.975786,0.981189,0.382243,19.442398,447.018343
21.030406,85.960177,BG-odisha-045,0,1.028854,1.088891,0.908506,0.919433,0.234053,10.864159,458.320329
22.991775,86.433668,BG-jharkhand-043,0,1.095189,0.763857,1.050573,1.065649,0.402529,0.0,343.764913
22.057253,85.325884,BG-odisha-001,0,0.880665,0.970405,0.980134,0.965895,0.609944,5.202772,438.199565
22.25,84.5,Bonai Mn Belt,1,1.46368,1.381308,1.146469,1.350939,0.22298,10.083425,498.806368
22.437419,85.447951,BG-odisha-050,0,1.139239,0.902192,1.110882,0.978802,0.622623,13.84194,500.075396
23.146665,86.106318,BG-jharkhand-028,0,1.38632,0.758294,0.88226,0.977385,0.391951,7.176016,309.50806
23.54343,73.639419,BG-rajasthan-049,0,1.196977,1.088019,1.036156,0.858046,0.553054,8.534305,388.927397
22.219271,84.177143,BG-odisha-022,0,1.024801,1.142044,0.882259,0.961328,0.573399,7.888561,473.785728
18.153362,84.096539,BG-andhra-046,0,0.974558,0.789088,0.771987,0.950772,0.594712,9.065189,0.249765
24.212418,74.022846,BG-rajasthan-000,0,1.105423,0.948661,0.803263,1.370524,0.504873,9.223369,632.427798
18.453378,84.243061,BG-andhra-041,0,0.927021,0.908417,1.208243,0.810773,0.472574,5.707968,306.719914
22.483482,85.750368,BG-jharkhand-054,0,1.084863,0.841287,1.125559,1.155224,0.281329,2.404886,322.161175
23.912924,74.602833,BG-rajasthan-037,0,0.836106,1.098407,0.918185,0.975547,0.283582,3.724575,513.344679
22.113899,79.553843,BG-mp-maharashtra-031,0,1.139726,0.749738,0.811647,1.121696,0.375319,3.010422,325.345863
18.600693,84.448211,BG-andhra-043,0,0.807029,0.972388,0.909156,1.20246,0.44866,1.15673,276.318605
17.878407,83.122859,BG-andhra-015,0,1.235384,0.864354,0.697588,0.943365,0.230515,12.88728,47.348098
14.6,76.4,Chitradurga Mn District,1,1.314461,1.455763,1.476818,1.317268,0.069524,8.810313,573.189136
17.681583,84.475767,BG-andhra-035,0,1.259424,0.939894,0.754005,1.177724,0.636211,4.479418,284.933754
20.641986,85.577757,BG-odisha-020,0,1.028199,0.803116,0.957028,0.836852,0.352194,1.27496,416.612936
22.363421,79.110911,BG-mp-maharashtra-051,0,1.049837,0.788442,0.822823,1.019569,0.538943,5.825085,177.252602
14.145086,76.145714,BG-karnataka-005,0,1.225905,1.190401,1.223407,1.107057,0.574238,2.556134,570.743654
15.307953,75.019558,BG-karnataka-013,0,0.839099,0.975829,0.741249,1.113632,0.399725,8.95181,570.083114
22.296071,79.327393,BG-mp-maharashtra-027,0,0.946471,1.069632,0.782255,0.977624,0.368617,8.847876,411.693321
14.739054,75.394367,BG-karnataka-010,0,1.063203,1.028311,0.594622,0.871789,0.479708,10.056142,612.984654
17.967936,84.016021,BG-andhra-029,0,1.229723,0.931189,0.986109,0.940032,0.385936,1.763034,140.239135
15.940801,75.44642,BG-karnataka-056,0,0.989525,0.875298,0.974252,0.729019,0.532749,6.298556,599.085166
23.30908,86.074064,BG-jharkhand-019,0,0.94584,0.893931,1.127178,0.995279,0.797713,0.0,322.789869
22.291176,85.727483,BG-jharkhand-013,0,0.83962,0.857723,0.843601,0.943083,0.593083,0.352477,447.101292
18.3,83.9,Garbham Mn Deposits,1,1.091822,1.155116,1.557566,1.512409,0.164505,11.894403,280.318251
22.347214,86.206956,BG-jharkhand-039,0,1.120481,1.142476,0.803847,1.008682,0.568336,8.87339,441.38637
23.037681,85.806206,BG-jharkhand-002,0,1.229046,0.894871,0.754045,1.223582,0.459863,3.030911,353.933556
21.305243,84.848257,BG-odisha-032,0,0.950836,1.090807,1.112427,1.069877,0.551948,5.646734,492.915985
22.025022,85.348448,BG-odisha-000,0,0.641869,0.808135,0.963611,0.953844,0.298412,8.289859,272.377795
18.560963,83.653231,BG-andhra-042,0,1.054778,0.976158,0.979232,0.88733,0.427162,11.021216,259.787568
21.5,85.75,Barbil Mine Area,1,1.572568,1.207187,1.013589,1.326706,0.126439,14.445731,499.516771
14.22,75.57,Shimoga Mn Belt,1,1.464969,1.082956,1.34312,1.367654,0.118084,4.812616,622.473326
21.798801,78.157962,BG-mp-maharashtra-042,0,1.015225,1.06457,0.73614,0.839683,1.0,1.539774,451.634106
23.703518,74.50695,BG-rajasthan-059,0,1.090041,0.832316,1.246417,1.009501,0.485412,13.682739,262.987698
15.761728,77.198176,BG-karnataka-009,0,0.941977,0.915083,0.750377,1.064134,0.540419,6.32494,622.141339
18.924418,83.299041,BG-andhra-020,0,1.158505,1.004031,0.931369,1.215267,0.341567,11.783609,178.774799
17.751684,83.910871,BG-andhra-025,0,1.142368,1.197452,0.607632,0.989238,0.391329,13.183239,155.249536
20.880418,85.121534,BG-odisha-034,0,1.456643,0.761373,1.025921,0.958192,0.545865,2.956853,330.386492
24.531627,74.0426,BG-rajasthan-046,0,0.728348,0.974063,0.730332,0.810453,0.474768,4.953929,462.979893
15.0,76.5,Hospet Mn Area,1,1.109374,1.287362,1.37805,1.359526,0.067673,9.199449,651.879013
14.214072,76.383059,BG-karnataka-017,0,0.960199,1.070148,0.926191,1.295967,0.464557,4.710059,372.808925
22.299769,79.134824,BG-mp-maharashtra-007,0,0.791656,1.009568,0.933608,1.065004,0.343611,4.823028,351.393572
24.335155,74.975785,BG-rajasthan-038,0,1.067232,0.931639,1.268344,0.909908,0.650198,0.754782,298.81346
15.45709,75.784193,BG-karnataka-059,0,0.885353,1.123753,1.039918,1.041948,0.499857,0.620342,704.32043
22.1,84.77,Sundargarh Mn Belt,1,1.657906,1.214512,1.322387,1.549827,0.124227,8.739329,385.503687
20.960229,84.550543,BG-odisha-019,0,0.964657,0.898112,1.086776,0.967473,0.387178,2.679299,215.055362
18.641845,83.568689,BG-andhra-013,0,1.269629,1.026117,1.10864,0.935216,0.707724,6.153413,359.790014
15.045565,77.336766,BG-karnataka-000,0,1.01786,0.954194,0.885527,1.032398,0.498247,12.217134,719.368421
14.146521,75.532886,BG-karnataka-007,0,1.034391,1.118475,0.535176,0.944753,0.502451,9.492047,596.541101
22.3,73.85,Shivrajpur Mn Deposits,1,1.368789,1.14616,1.176042,1.800392,0.241,14.469553,460.742408
14.544696,76.512075,BG-karnataka-018,0,0.934485,1.03211,0.966061,0.999508,0.455774,2.651719,454.144307
23.031077,86.423911,BG-jharkhand-041,0,0.981215,0.779895,1.06572,1.154168,0.329178,0.0,393.293748
23.033017,86.199734,BG-jharkhand-050,0,1.058149,0.962666,0.756492,0.713162,0.750965,4.526164,405.483907
20.970408,84.299717,BG-odisha-056,0,1.00868,1.01376,0.765477,0.948686,0.229588,0.607812,302.007807
21.907447,80.361448,BG-mp-maharashtra-054,0,0.730952,0.900044,0.856258,0.830206,0.437417,5.448967,327.932913
21.202003,78.333921,BG-mp-maharashtra-023,0,1.341915,1.053367,1.149465,0.967459,0.611912,8.945088,307.964228
22.080414,85.649198,BG-jharkhand-025,0,0.910846,1.338979,0.904205,1.097898,0.423518,9.241287,270.595616
21.689038,85.548454,BG-odisha-058,0,0.859153,1.107464,1.001765,0.623581,0.46398,4.681145,458.173506
22.637708,86.044562,BG-jharkhand-044,0,1.071369,1.004486,0.983994,1.066475,0.264054,1.832951,256.245852
22.13958,85.721596,BG-jharkhand-001,0,0.805414,1.062473,1.142413,1.118239,0.357791,3.082924,331.613795
21.740362,78.128521,BG-mp-maharashtra-025,0,1.198064,1.028462,1.248226,0.864868,0.421642,0.0,264.103404
21.87,79.88,Ukwa Mine,1,1.348948,1.166287,1.227693,1.113055,0.157709,8.421295,524.040586
21.445342,85.961549,BG-odisha-026,0,1.10808,0.789474,1.033311,0.924181,0.720526,5.366852,324.613522
18.106475,83.247567,BG-andhra-005,0,0.954953,0.764883,1.173913,1.359097,0.165935,4.366932,187.855487
15.282963,75.999196,BG-karnataka-053,0,0.924916,1.11828,1.16959,0.980745,0.812118,5.647469,523.390545
22.001172,78.035956,BG-mp-maharashtra-056,0,1.064769,0.863016,1.202501,1.118662,0.399659,4.665166,320.145065
14.309107,77.324703,BG-karnataka-038,0,1.062001,0.791827,0.970507,0.937247,0.556399,10.191557,636.56319
22.248884,85.807612,BG-jharkhand-047,0,1.000389,0.867749,0.922054,1.017339,0.542946,2.943214,273.599281
22.872333,85.97326,BG-jharkhand-003,0,1.047748,1.136644,1.269572,1.146912,0.291655,11.838669,256.977378
18.673953,83.520806,BG-andhra-036,0,0.896708,1.015589,0.749148,1.148269,0.450883,7.296053,109.422793
22.726298,86.224585,BG-jharkhand-010,0,1.155428,1.026706,0.911867,1.171245,0.007751,7.130402,338.170857
21.219298,79.382338,BG-mp-maharashtra-045,0,0.8928,0.983037,1.049968,0.902086,0.43968,5.31361,463.218074
23.462523,74.3879,BG-rajasthan-051,0,1.216284,0.899687,1.180707,0.811324,0.511132,0.0,357.895472
22.3,78.5,Seoni District Mn,1,1.524451,1.543675,1.328884,1.270337,0.232385,9.656397,466.88365
17.81749,83.490269,BG-andhra-012,0,1.166723,1.102058,0.692859,1.028248,0.457213,0.686935,21.371033
24.265882,73.670377,BG-rajasthan-022,0,1.009305,0.899715,0.854048,0.998021,0.400326,5.579179,523.447012
20.538953,86.322747,BG-odisha-003,0,1.015179,1.204448,1.169056,1.174813,0.336154,4.179542,278.830287
22.751706,78.290167,BG-mp-maharashtra-055,0,1.08654,0.951282,1.040672,1.068404,0.488534,3.89391,242.970924
24.58,73.71,Udaipur Mn Occurrences,1,1.291663,1.334659,1.290501,1.407995,0.218103,11.35279,286.763451
21.4,79.55,Sakoli Belt Deposits,1,1.363917,1.080593,1.310247,1.498054,0.185847,15.822381,424.942818
21.6,79.0,Manegaon Mine,1,1.321011,1.311844,1.493157,1.213715,0.201805,12.02882,449.475034
15.621543,77.203541,BG-karnataka-040,0,0.975024,1.055244,1.038347,1.084112,0.335595,0.0,539.659647
18.201085,83.191442,BG-andhra-006,0,0.976624,1.019559,0.847678,1.121552,0.529634,2.169418,303.953184
14.95,76.7,Kudligi Mn Belt,1,1.311417,1.108565,1.365156,1.417057,0.058545,11.856529,589.35917
24.794416,74.487311,BG-rajasthan-043,0,0.898686,0.731984,1.038227,1.035844,0.480295,11.69571,76.032368
23.253938,86.075199,BG-jharkhand-056,0,1.223073,1.137294,0.813188,1.182348,0.321967,0.808724,338.84649
18.197063,83.915498,BG-andhra-050,0,1.312424,1.007017,0.977976,1.161709,0.354175,12.238816,372.768266
18.45,84.0,Srikakulam Mn Zone,1,1.465842,1.093877,1.512963,1.478938,0.19793,13.818955,270.550434
22.276546,85.551377,BG-jharkhand-021,0,0.875594,1.153742,1.014684,1.071865,0.564566,6.902798,462.274316
22.614257,79.689195,BG-mp-maharashtra-015,0,1.051593,0.936913,0.881971,0.938188,0.411011,9.952475,312.941769
21.59689,79.416848,BG-mp-maharashtra-058,0,1.002228,0.946862,1.055419,1.123837,0.795656,0.0,394.92554
22.031669,84.320979,BG-odisha-009,0,1.111684,0.740934,1.248614,1.001423,0.32502,9.868396,138.219163
20.928474,84.33078,BG-odisha-024,0,1.053958,0.831105,0.967614,1.079849,0.59473,7.350975,609.502812
23.233173,85.900707,BG-jharkhand-023,0,1.029916,0.915549,1.166179,1.009551,0.531096,0.0,399.856748
21.65,78.8,Saoner Mn Belt,1,1.365046,1.150416,1.201858,1.60063,-0.04375,21.466824,540.788452
21.550059,78.169632,BG-mp-maharashtra-001,0,1.079168,1.207049,1.013945,0.876805,0.634604,0.0,486.007198
18.572522,83.113995,BG-andhra-031,0,1.211696,1.029546,0.737807,1.052819,0.439075,2.16005,0.0
