latitude,longitude,name,state_region,source,label
22.726297880819065,86.22458500109305,BG-jharkhand-010,jharkhand,random,0
21.21929826070132,79.38233812510927,BG-mp-maharashtra-045,mp-maharashtra,random,0
23.462522959456372,74.3878996245981,BG-rajasthan-051,rajasthan,random,0
22.3,78.5,Seoni District Mn,Madhya Pradesh,GSI,1
17.81749042631722,83.49026870732196,BG-andhra-012,andhra,random,0
24.26588171153159,73.67037651081961,BG-rajasthan-022,rajasthan,random,0
20.538953484771664,86.32274654066154,BG-odisha-003,odisha,random,0
22.75170588075639,78.29016715225328,BG-mp-maharashtra-055,mp-maharashtra,random,0
24.58,73.71,Udaipur Mn Occurrences,Rajasthan,Literature,1
21.4,79.55,Sakoli Belt Deposits,Maharashtra,GSI,1
21.6,79.0,Manegaon Mine,Maharashtra,MRDS,1
15.621543439880794,77.20354051165832,BG-karnataka-040,karnataka,random,0
18.201085223848466,83.19144169592174,BG-andhra-006,andhra,random,0
14.95,76.7,Kudligi Mn Belt,Karnataka,MRDS,1
24.794416206466526,74.48731088431917,BG-rajasthan-043,rajasthan,random,0
23.253937920859272,86.07519910921994,BG-jharkhand-056,jharkhand,random,0
18.197062699904848,83.91549755634578,BG-andhra-050,andhra,random,0
18.45,84.0,Srikakulam Mn Zone,Andhra Pradesh,Literature,1
22.276545505585123,85.55137671718357,BG-jharkhand-021,jharkhand,random,0
22.61425654654876,79.68919536008146,BG-mp-maharashtra-015,mp-maharashtra,random,0
21.596889582897266,79.41684848459802,BG-mp-maharashtra-058,mp-maharashtra,random,0
22.031668858613976,84.32097866124941,BG-odisha-009,odisha,random,0
20.928473614740877,84.33077962181257,BG-odisha-024,odisha,random,0
23.233173467949147,85.90070744225194,BG-jharkhand-023,jharkhand,random,0
21.65,78.8,Saoner Mn Belt,Maharashtra,GSI,1
21.55005863673824,78.16963221444647,BG-mp-maharashtra-001,mp-maharashtra,random,0
18.572522057574204,83.1139947167646,BG-andhra-031,andhra,random,0
