latitude,longitude,name,soil_type,climate_type,sample_weight,label,ferric_iron_index,ferrous_mineral_index,laterite_index,gossan_index,ndvi,slope,elevation,soil_weathering_index,climate_weathering_index
19.97361,75.71157,NEG-VERT-025,vertisol_black_cotton,semi_arid_trap,0.95,0,0.925904,1.123188,0.910554,0.907506,0.3077,4.006338,519.247129,0.61992,0.6959
12.78166,77.69728,NEG-CHAR-048,charnockitic_red_loam,semi_arid_peninsular,0.9,0,0.978099,0.994566,0.814034,1.058573,0.26464,10.201038,344.719771,0.585185,0.84134
12.67116,77.24854,NEG-CHAR-000,charnockitic_red_loam,semi_arid_peninsular,0.9,0,0.891714,1.041039,1.15617,0.953486,0.404188,3.060929,419.997689,0.851808,0.918367
20.95,86.1,Jajpur Mn District,lateritic_gravelly_loam,tropical_wet_dry_supergene,1.0,1,1.235324,1.436427,1.52593,1.507546,0.087263,10.429976,387.272044,1.425465,1.282023
20.28718,85.95284,NEG-HYDR-009,hydromorphic_saline_alluvium,humid_coastal_lowland,1.0,0,0.626504,1.01262,0.799145,0.907848,0.503658,0.894233,41.729892,0.43878,0.6788
20.15048,86.31758,NEG-HYDR-026,hydromorphic_saline_alluvium,humid_coastal_lowland,1.0,0,1.171439,0.9031,0.796919,0.973403,0.423399,0.279501,5.0,0.453366,0.712563
12.35163,78.21591,NEG-CHAR-001,charnockitic_red_loam,semi_arid_peninsular,0.9,0,1.088979,0.801108,1.060703,1.143672,0.366376,4.271646,474.047662,0.724057,0.890617
27.17716,71.51173,NEG-AEOL-034,aeolian_sand,arid_aeolian,1.0,0,0.633113,0.66603,0.540877,0.750502,0.101209,2.381422,254.839961,0.195479,0.301476
18.7782,75.51476,NEG-VERT-043,vertisol_black_cotton,semi_arid_trap,0.95,0,0.983927,1.094196,1.083844,0.896785,0.543668,3.723336,522.114262,0.801165,0.655297
11.82853,77.47429,NEG-CHAR-014,charnockitic_red_loam,semi_arid_peninsular,0.9,0,1.071293,0.956766,1.064353,0.973983,0.329136,5.013204,415.250577,0.539124,0.798665
23.95735,77.5723,NEG-AREN-036,arenaceous_sandstone_soil,semi_arid_plateau,0.92,0,1.152116,0.939759,0.835545,1.085912,0.120518,0.1,419.667976,0.701711,0.844244
27.50074,72.55531,NEG-AEOL-032,aeolian_sand,arid_aeolian,1.0,0,0.648577,0.66796,0.524114,0.717565,0.015387,2.320909,253.078966,0.17947,0.21865
22.65,86.15,Chaibasa Mn Deposits,lateritic_gravelly_loam,tropical_wet_dry_supergene,1.0,1,1.506103,1.436856,1.099366,1.481185,0.041124,5.491597,500.76443,1.453546,1.223497
19.95856,75.10357,NEG-VERT-027,vertisol_black_cotton,semi_arid_trap,0.95,0,1.066283,1.150614,0.971755,1.227201,0.472693,0.1,498.235018,0.658977,0.759585
19.63873,75.94007,NEG-VERT-036,vertisol_black_cotton,semi_arid_trap,0.95,0,1.041616,1.008374,0.81981,1.129975,0.471681,2.292669,570.973724,0.81427,0.906731
26.66515,71.73662,NEG-AEOL-031,aeolian_sand,arid_aeolian,1.0,0,0.635575,0.742391,0.595299,0.792404,0.072302,0.1,241.767699,0.177267,0.236971
27.33422,72.32752,NEG-AEOL-047,aeolian_sand,arid_aeolian,1.0,0,0.715345,0.647896,0.516177,0.610742,0.046216,2.20227,304.424989,0.376727,0.221668
14.75,76.25,Holalkere Mn Zone,lateritic_gravelly_loam,tropical_wet_dry_supergene,1.0,1,1.58382,1.028471,1.449603,1.388458,0.158906,12.434618,564.225499,1.472162,1.318883
12.09697,78.6361,NEG-CHAR-046,charnockitic_red_loam,semi_arid_peninsular,0.9,0,1.289416,0.916531,1.092301,1.077651,0.215622,7.193369,335.167136,0.412161,0.913865
20.04601,85.85793,NEG-HYDR-015,hydromorphic_saline_alluvium,humid_coastal_lowland,1.0,0,0.956895,0.925203,0.753898,0.958368,0.605424,0.472067,35.972995,0.275671,0.594103
26.90513,72.77908,NEG-AEOL-013,aeolian_sand,arid_aeolian,1.0,0,0.63591,0.503999,0.544044,0.797786,0.036087,1.839962,181.951316,0.389249,0.250072
21.3,85.8,Gua Mn Deposits,lateritic_gravelly_loam,tropical_wet_dry_supergene,1.0,1,1.458519,1.205204,1.152636,1.24469,0.206981,9.999077,481.464101,0.917237,1.453213
23.77196,78.34779,NEG-AREN-027,arenaceous_sandstone_soil,semi_arid_plateau,0.92,0,0.940724,1.189014,0.878709,1.003392,0.472453,2.273251,489.819034,0.602574,0.961801
21.72,80.25,Waraseoni Mn Area,lateritic_gravelly_loam,tropical_wet_dry_supergene,1.0,1,1.506913,1.289389,1.224129,1.382097,0.163993,3.0833,431.895042,1.49133,1.167818
19.85537,86.5606,NEG-HYDR-018,hydromorphic_saline_alluvium,humid_coastal_lowland,1.0,0,0.977898,0.857168,0.812326,0.685234,0.578125,1.031364,42.045609,0.535407,0.775352
21.82,85.42,Keonjhar Mn Deposits,lateritic_gravelly_loam,tropical_wet_dry_supergene,1.0,1,1.413427,1.048337,1.551802,1.185256,0.104903,12.77988,461.613462,1.583029,1.319514
21.63,85.58,Joda–Barbil Mn Belt,lateritic_gravelly_loam,tropical_wet_dry_supergene,1.0,1,1.109589,1.181464,1.36785,1.35689,0.252996,9.333356,348.849162,1.425351,1.182278
20.13886,86.26702,NEG-HYDR-039,hydromorphic_saline_alluvium,humid_coastal_lowland,1.0,0,1.019989,0.947009,0.639672,0.907939,0.80431,0.1,38.546103,0.448403,0.667568
26.36767,72.57429,NEG-AEOL-022,aeolian_sand,arid_aeolian,1.0,0,0.747466,0.719351,0.58763,0.812879,0.026019,4.850276,316.384361,0.225109,0.249676
22.45,78.1,Betul Mn Occurrences,lateritic_gravelly_loam,tropical_wet_dry_supergene,1.0,1,1.607177,1.151261,1.314015,1.347572,0.233398,8.07311,464.410464,1.43563,1.295088
25.93728,80.7741,NEG-QUAT-005,quaternary_alluvium,subhumid_alluvial,1.0,0,0.853357,0.815845,0.712992,0.80202,0.309123,0.945811,163.509666,0.52541,0.677337
25.65958,79.54756,NEG-QUAT-022,quaternary_alluvium,subhumid_alluvial,1.0,0,0.838198,0.850661,0.727331,0.796412,0.650011,0.33585,150.779213,0.458195,1.002794
19.16336,75.30261,NEG-VERT-042,vertisol_black_cotton,semi_arid_trap,0.95,0,0.824369,1.101263,0.90995,0.895176,0.437826,3.780052,439.832113,0.786891,0.818917
19.85849,75.15713,NEG-VERT-005,vertisol_black_cotton,semi_arid_trap,0.95,0,1.197136,1.012903,1.126453,0.95835,0.162879,4.441572,513.880734,0.642941,0.873324
22.06,78.94,Chhindwara Mn Belt,lateritic_gravelly_loam,tropical_wet_dry_supergene,1.0,1,1.304539,1.362364,1.326768,1.555058,0.194358,11.856088,403.077394,1.48876,1.322611
12.76686,78.32904,NEG-CHAR-025,charnockitic_red_loam,semi_arid_peninsular,0.9,0,1.240271,1.002654,1.030135,0.908213,0.32314,4.41278,326.361917,0.539567,0.808056
26.03396,82.71495,NEG-QUAT-026,quaternary_alluvium,subhumid_alluvial,1.0,0,0.932213,0.970207,1.002881,0.879966,0.645323,1.469828,141.269464,0.545707,0.553227
20.1545,86.66135,NEG-HYDR-047,hydromorphic_saline_alluvium,humid_coastal_lowland,1.0,0,0.856636,0.856174,0.687016,0.611301,0.466853,0.1,38.051847,0.376069,0.481793
19.8655,75.7275,NEG-VERT-000,vertisol_black_cotton,semi_arid_trap,0.95,0,0.959177,1.163045,0.878614,0.949066,0.355698,3.269103,392.517472,0.734999,0.724191
19.71348,75.18691,NEG-VERT-020,vertisol_black_cotton,semi_arid_trap,0.95,0,1.394454,1.056569,0.895325,1.088732,0.381276,3.956016,454.441303,0.911075,0.717233
24.00211,78.64255,NEG-AREN-019,arenaceous_sandstone_soil,semi_arid_plateau,0.92,0,1.045042,1.074559,0.903459,0.999982,0.462112,5.7019,332.792161,0.701778,0.716009
14.45,75.8,Honnali Mn Belt,lateritic_gravelly_loam,tropical_wet_dry_supergene,1.0,1,1.260741,1.129225,1.534556,1.707384,0.348436,10.002074,554.515587,1.224273,1.512898
26.02976,79.60982,NEG-QUAT-039,quaternary_alluvium,subhumid_alluvial,1.0,0,0.786162,0.918303,0.817733,1.095,0.408132,2.591497,209.100888,0.503323,0.80655
19.13927,75.7802,NEG-VERT-032,vertisol_black_cotton,semi_arid_trap,0.95,0,0.855354,1.070297,0.924197,0.696246,0.449845,4.1393,392.996796,0.58465,0.705071
18.12,83.42,Vizianagaram Mn Belt,lateritic_gravelly_loam,tropical_wet_dry_supergene,1.0,1,1.295331,1.177109,1.1867,1.238586,0.164521,8.536632,248.591964,1.327845,1.374864
20.59943,86.63603,NEG-HYDR-049,hydromorphic_saline_alluvium,humid_coastal_lowland,1.0,0,0.834573,1.006154,0.7903,0.888903,0.66965,0.1,38.829927,0.578282,0.552747
27.52299,71.63845,NEG-AEOL-043,aeolian_sand,arid_aeolian,1.0,0,0.71745,0.651424,0.689675,0.741599,0.053228,4.075068,197.165959,0.308934,0.311416
27.72317,72.99313,NEG-AEOL-007,aeolian_sand,arid_aeolian,1.0,0,0.876275,0.638988,0.720407,0.717603,0.016702,1.353774,179.761462,0.279735,0.224993
26.90914,78.70621,NEG-QUAT-020,quaternary_alluvium,subhumid_alluvial,1.0,0,0.942795,1.077769,0.926472,1.185306,0.51592,2.310328,168.648526,0.670657,0.722128
19.44869,75.66942,NEG-VERT-031,vertisol_black_cotton,semi_arid_trap,0.95,0,1.141431,1.259198,0.863502,0.971764,0.460517,2.717397,454.356695,0.941601,0.757035
21.38,85.65,Gurumahisani Mn,lateritic_gravelly_loam,tropical_wet_dry_supergene,1.0,1,1.657455,1.14882,1.306866,1.563485,0.123518,7.053961,391.805329,1.398174,1.240066
20.23144,86.52993,NEG-HYDR-023,hydromorphic_saline_alluvium,humid_coastal_lowland,1.0,0,0.858807,0.694271,0.724188,0.781969,0.458483,0.303207,11.747431,0.407052,0.798706
23.55,74.45,Banswara Mn Belt,lateritic_gravelly_loam,tropical_wet_dry_supergene,1.0,1,1.156252,1.181324,1.496328,1.480202,0.132499,8.622506,405.795713,1.345851,1.057625
26.49023,72.40724,NEG-AEOL-039,aeolian_sand,arid_aeolian,1.0,0,0.662737,0.524033,0.766195,0.765812,0.048471,3.465853,362.432375,0.270154,0.327957
20.13851,86.0118,NEG-HYDR-022,hydromorphic_saline_alluvium,humid_coastal_lowland,1.0,0,0.886251,0.89633,0.669409,0.744407,0.47261,0.1,32.956928,0.367827,0.695924
26.1805,79.19966,NEG-QUAT-011,quaternary_alluvium,subhumid_alluvial,1.0,0,0.898077,1.249827,0.697699,0.826694,0.648729,3.722621,105.341159,0.702921,0.668297
24.04381,77.63917,NEG-AREN-012,arenaceous_sandstone_soil,semi_arid_plateau,0.92,0,1.155204,0.958293,1.2076,1.213838,0.289319,10.658543,330.067291,0.642366,1.018869
19.82103,76.25961,NEG-VERT-017,vertisol_black_cotton,semi_arid_trap,0.95,0,0.951826,1.009451,0.965676,1.029774,0.446462,2.157745,534.767014,0.810117,0.930399
21.81,80.19,Balaghat Mn District,lateritic_gravelly_loam,tropical_wet_dry_supergene,1.0,1,1.432506,1.044583,1.344547,1.308293,0.245522,4.336021,498.583988,1.210845,1.472647
23.91842,77.21061,NEG-AREN-040,arenaceous_sandstone_soil,semi_arid_plateau,0.92,0,1.092539,0.974126,1.000593,0.959574,0.474609,4.090821,478.496321,0.687029,0.547069
24.155,78.91007,NEG-AREN-021,arenaceous_sandstone_soil,semi_arid_plateau,0.92,0,0.938361,1.116924,1.114305,1.012546,0.362355,3.462454,470.444872,0.749485,0.7123
11.94775,78.92942,NEG-CHAR-033,charnockitic_red_loam,semi_arid_peninsular,0.9,0,1.079398,1.085619,0.825416,0.977579,0.444899,5.790057,386.357192,0.616559,0.768973
27.22341,81.09808,NEG-QUAT-019,quaternary_alluvium,subhumid_alluvial,1.0,0,0.978523,0.992912,0.877864,0.783578,0.397402,2.173142,95.05103,0.542636,0.72392
18.95661,76.00493,NEG-VERT-033,vertisol_black_cotton,semi_arid_trap,0.95,0,0.967733,1.082937,1.151162,1.01177,0.36452,0.847931,558.417881,0.865037,0.840738
24.48693,78.53858,NEG-AREN-025,arenaceous_sandstone_soil,semi_arid_plateau,0.92,0,1.139914,1.002426,0.783607,0.994606,0.453482,5.786225,380.553885,0.672396,0.860246
27.00038,72.57761,NEG-AEOL-008,aeolian_sand,arid_aeolian,1.0,0,0.821703,0.760419,0.708169,0.731698,0.038989,1.178848,235.407267,0.403327,0.273721
27.2917,71.8054,NEG-AEOL-040,aeolian_sand,arid_aeolian,1.0,0,0.764888,0.559876,0.518451,0.789591,0.078614,0.923575,284.108371,0.340643,0.427088
27.41443,80.01468,NEG-QUAT-012,quaternary_alluvium,subhumid_alluvial,1.0,0,1.065,0.98467,0.863378,0.94323,0.535629,0.305083,191.738495,0.547486,0.484529
27.1941,72.9084,NEG-AEOL-036,aeolian_sand,arid_aeolian,1.0,0,0.669158,0.613701,0.73828,0.696476,0.139496,0.590176,186.210694,0.405368,0.210687
23.71388,78.45344,NEG-AREN-011,arenaceous_sandstone_soil,semi_arid_plateau,0.92,0,0.872964,0.892066,0.848821,1.064719,0.536543,0.708778,396.73788,0.681709,0.829041
19.73505,75.25357,NEG-VERT-015,vertisol_black_cotton,semi_arid_trap,0.95,0,1.139991,1.093183,0.880424,0.857692,0.181035,2.831999,521.080741,0.84139,0.742223
21.9,85.15,Champua Mn Deposits,lateritic_gravelly_loam,tropical_wet_dry_supergene,1.0,1,1.751793,1.209293,1.262665,1.488507,0.062355,10.931178,311.154189,1.454653,1.328001
26.13187,71.81973,NEG-AEOL-028,aeolian_sand,arid_aeolian,1.0,0,0.736846,0.692385,0.535362,0.62811,0.142657,3.093517,210.136836,0.353686,0.274463
24.19623,77.80334,NEG-AREN-004,arenaceous_sandstone_soil,semi_arid_plateau,0.92,0,1.234538,1.072139,0.98934,0.946098,0.629717,3.976593,350.359046,0.53357,0.725136
21.75,80.05,Tirodi Mine,lateritic_gravelly_loam,tropical_wet_dry_supergene,1.0,1,1.321746,1.327156,1.48611,1.627193,0.152238,13.110224,600.558935,1.487441,1.512346
18.60237,76.37348,NEG-VERT-034,vertisol_black_cotton,semi_arid_trap,0.95,0,0.858723,0.998402,0.859866,0.685526,0.408841,6.006408,479.851234,0.761499,0.694595
20.54841,86.37104,NEG-HYDR-035,hydromorphic_saline_alluvium,humid_coastal_lowland,1.0,0,0.800827,0.948531,0.660422,0.917403,0.289749,0.961117,17.627773,0.548914,0.726185
25.94088,81.1517,NEG-QUAT-008,quaternary_alluvium,subhumid_alluvial,1.0,0,0.731584,0.70776,0.769851,0.869777,0.523539,1.627221,180.311821,0.383401,0.579945
12.50835,77.81422,NEG-CHAR-031,charnockitic_red_loam,semi_arid_peninsular,0.9,0,1.030295,0.910292,0.927595,0.92298,0.355751,7.470315,290.138376,0.532936,0.890576
23.96216,78.82871,NEG-AREN-037,arenaceous_sandstone_soil,semi_arid_plateau,0.92,0,1.188089,0.927379,0.788474,0.759866,0.416476,1.451421,594.046314,0.960992,0.844893
23.75439,78.44911,NEG-AREN-033,arenaceous_sandstone_soil,semi_arid_plateau,0.92,0,1.058255,0.93703,1.077015,0.999632,0.38887,7.192887,470.094602,0.935718,0.639949
26.66917,82.5402,NEG-QUAT-041,quaternary_alluvium,subhumid_alluvial,1.0,0,0.884442,0.859609,0.972596,0.870641,0.634326,0.547911,145.754651,0.7497,0.923837
23.96092,78.54553,NEG-AREN-043,arenaceous_sandstone_soil,semi_arid_plateau,0.92,0,0.774576,0.990105,1.039162,0.940791,0.225667,5.656373,428.066034,0.746305,0.802614
24.32606,78.58608,NEG-AREN-014,arenaceous_sandstone_soil,semi_arid_plateau,0.92,0,1.27974,0.849477,0.88048,1.061786,0.482444,1.16683,523.785017,0.505026,0.820704
19.99985,86.72327,NEG-HYDR-046,hydromorphic_saline_alluvium,humid_coastal_lowland,1.0,0,0.819297,0.849238,0.893325,0.565295,0.432306,0.348618,38.123461,0.555042,0.727547
23.71904,77.24397,NEG-AREN-007,arenaceous_sandstone_soil,semi_arid_plateau,0.92,0,1.167434,0.705299,0.959632,0.834036,0.327505,4.738278,427.569968,0.84509,0.60235
12.58956,77.59234,NEG-CHAR-016,charnockitic_red_loam,semi_arid_peninsular,0.9,0,0.899712,0.787131,0.743345,1.120694,0.405539,7.62455,514.816507,0.688178,0.713342
24.40027,78.55205,NEG-AREN-005,arenaceous_sandstone_soil,semi_arid_plateau,0.92,0,1.119015,0.873924,0.796069,0.861951,0.39706,6.984166,424.208705,0.826931,0.830048
24.14249,78.45194,NEG-AREN-038,arenaceous_sandstone_soil,semi_arid_plateau,0.92,0,0.948826,1.249329,1.158525,1.023629,0.263493,0.660135,452.10861,0.649339,0.87137
26.68215,72.97796,NEG-AEOL-004,aeolian_sand,arid_aeolian,1.0,0,0.745843,0.714902,0.7528,0.725138,0.051062,1.575342,269.156343,0.234254,0.293101
14.85,76.1,Kumsi Mn Deposits,lateritic_gravelly_loam,tropical_wet_dry_supergene,1.0,1,1.494271,1.213856,1.214972,1.100259,0.050083,4.509245,606.600266,1.29808,1.209521
23.69348,78.92434,NEG-AREN-016,arenaceous_sandstone_soil,semi_arid_plateau,0.92,0,1.104713,0.964226,0.94571,1.066974,0.525103,0.673787,476.534388,0.462928,0.732618
19.72313,76.26891,NEG-VERT-014,vertisol_black_cotton,semi_arid_trap,0.95,0,1.161457,1.156034,1.029769,1.000029,0.569557,0.726559,497.113352,0.745208,0.983529
12.27647,78.78458,NEG-CHAR-047,charnockitic_red_loam,semi_arid_peninsular,0.9,0,1.123186,1.064227,0.848639,1.269959,0.446053,1.986966,607.628744,0.508771,0.724443
24.01413,77.42973,NEG-AREN-049,arenaceous_sandstone_soil,semi_arid_plateau,0.92,0,0.97192,0.842154,1.003265,1.033212,0.395891,8.366375,289.282467,0.843966,0.729288
23.88693,78.55626,NEG-AREN-041,arenaceous_sandstone_soil,semi_arid_plateau,0.92,0,1.17546,1.159574,1.216186,0.977138,0.217144,4.921437,415.730515,0.468458,0.90091
23.98638,77.58466,NEG-AREN-000,arenaceous_sandstone_soil,semi_arid_plateau,0.92,0,0.889279,1.108621,1.05582,0.96624,0.385063,3.666352,383.408536,1.051797,0.717018
19.96092,86.11172,NEG-HYDR-024,hydromorphic_saline_alluvium,humid_coastal_lowland,1.0,0,0.855534,1.019147,0.741566,0.737146,0.360508,1.396018,35.680045,0.446993,0.49912
24.43879,78.91617,NEG-AREN-042,arenaceous_sandstone_soil,semi_arid_plateau,0.92,0,1.06043,0.981383,0.899432,0.834791,0.372064,2.284147,426.402782,0.687601,0.782803
26.77885,78.61255,NEG-QUAT-000,quaternary_alluvium,subhumid_alluvial,1.0,0,1.028202,0.943395,0.9382,0.96184,0.691144,0.732346,134.461282,0.612199,0.775353
27.25274,79.91605,NEG-QUAT-036,quaternary_alluvium,subhumid_alluvial,1.0,0,1.052581,1.024524,0.831085,1.008051,0.513952,2.460944,233.419399,0.629159,0.98895
27.08416,80.39972,NEG-QUAT-046,quaternary_alluvium,subhumid_alluvial,1.0,0,0.784842,0.895163,0.850702,0.879971,0.602143,1.268702,199.774834,0.618476,0.801347
18.60057,75.28775,NEG-VERT-047,vertisol_black_cotton,semi_arid_trap,0.95,0,0.918534,1.140211,1.030915,1.018927,0.403601,6.020603,478.871441,0.699663,0.846706
12.23674,78.41923,NEG-CHAR-022,charnockitic_red_loam,semi_arid_peninsular,0.9,0,1.063695,1.043786,0.905919,0.842235,0.206739,3.24812,483.394013,0.775072,0.62025
19.88924,86.23477,NEG-HYDR-003,hydromorphic_saline_alluvium,humid_coastal_lowland,1.0,0,0.90339,0.911277,0.675789,1.019078,0.551675,1.213708,63.512882,0.341888,0.610321
20.48934,86.04866,NEG-HYDR-043,hydromorphic_saline_alluvium,humid_coastal_lowland,1.0,0,0.998902,0.789233,0.787397,0.804622,0.636422,1.002695,11.302302,0.497225,0.734515
27.47079,71.94907,NEG-AEOL-035,aeolian_sand,arid_aeolian,1.0,0,0.63592,0.624976,0.602677,0.608053,0.122587,2.111389,226.108491,0.23698,0.226328
20.07047,86.38831,NEG-HYDR-028,hydromorphic_saline_alluvium,humid_coastal_lowland,1.0,0,0.998495,0.994829,0.61826,0.701029,0.596272,0.550939,16.701407,0.313951,0.516893
20.18023,86.3498,NEG-HYDR-020,hydromorphic_saline_alluvium,humid_coastal_lowland,1.0,0,0.859529,0.881973,0.894038,0.793329,0.404179,1.146903,45.19221,0.326426,0.479742
12.45059,78.2986,NEG-CHAR-043,charnockitic_red_loam,semi_arid_peninsular,0.9,0,0.942524,0.80151,1.136994,0.833471,0.334123,7.441748,489.697002,0.618361,0.733863
11.8704,77.88239,NEG-CHAR-004,charnockitic_red_loam,semi_arid_peninsular,0.9,0,0.97822,0.923583,1.119568,0.98144,0.191004,6.368701,502.922631,0.652784,0.904934
26.25707,80.98418,NEG-QUAT-017,quaternary_alluvium,subhumid_alluvial,1.0,0,0.945125,0.82932,0.871082,0.805532,0.461218,0.754992,164.978019,0.538648,0.628032
19.94755,75.25129,NEG-VERT-028,vertisol_black_cotton,semi_arid_trap,0.95,0,0.929617,1.079704,1.005724,0.987947,0.135185,5.816429,652.923377,0.914217,0.83441
27.1468,71.89293,NEG-AEOL-046,aeolian_sand,arid_aeolian,1.0,0,0.773759,0.627665,0.666972,0.60955,0.08487,0.784368,269.260088,0.291636,0.296024
19.51659,75.59048,NEG-VERT-049,vertisol_black_cotton,semi_arid_trap,0.95,0,1.061909,1.029448,1.051199,0.850925,0.368218,2.53242,575.797932,0.731693,0.807002
24.43471,77.33109,NEG-AREN-009,arenaceous_sandstone_soil,semi_arid_plateau,0.92,0,1.063057,0.691927,0.828842,1.013912,0.521747,5.459693,524.861293,0.653405,0.831075
24.22166,77.20998,NEG-AREN-013,arenaceous_sandstone_soil,semi_arid_plateau,0.92,0,0.940024,0.902076,0.840348,0.934806,0.353334,2.766581,422.125992,0.461764,0.867073
20.01346,86.44096,NEG-HYDR-002,hydromorphic_saline_alluvium,humid_coastal_lowland,1.0,0,0.867746,0.964623,0.73365,0.749178,0.637883,0.722748,54.798241,0.259388,0.625264
22.0,84.95,Rajgangpur Mn Area,lateritic_gravelly_loam,tropical_wet_dry_supergene,1.0,1,1.19962,1.109856,1.213601,1.333468,0.202627,6.196371,471.600704,1.158276,1.271337
19.98315,86.70542,NEG-HYDR-031,hydromorphic_saline_alluvium,humid_coastal_lowland,1.0,0,0.981981,0.966204,0.807228,0.863011,0.589117,1.114003,46.054946,0.296155,0.642926
26.13544,72.82466,NEG-AEOL-049,aeolian_sand,arid_aeolian,1.0,0,0.770982,0.739971,0.700225,0.804523,0.05996,0.880336,303.619346,0.319936,0.217079
26.47737,72.67611,NEG-AEOL-005,aeolian_sand,arid_aeolian,1.0,0,0.722861,0.645418,0.740559,0.771213,0.092469,3.149044,241.630381,0.402121,0.108201
12.82731,78.93785,NEG-CHAR-036,charnockitic_red_loam,semi_arid_peninsular,0.9,0,0.859817,0.945608,0.890383,0.885938,0.466796,2.047556,437.388902,0.694915,0.826347
20.4229,86.33035,NEG-HYDR-011,hydromorphic_saline_alluvium,humid_coastal_lowland,1.0,0,0.767082,0.900683,0.902694,0.854352,0.635541,0.759959,5.0,0.353353,0.634932
22.25,84.5,Bonai Mn Belt,lateritic_gravelly_loam,tropical_wet_dry_supergene,1.0,1,1.588241,1.379034,1.407975,1.265825,0.150276,9.28394,420.389505,1.187307,1.375669
27.74368,72.36877,NEG-AEOL-010,aeolian_sand,arid_aeolian,1.0,0,0.717613,0.744351,0.518454,0.609841,0.225851,1.44394,254.379139,0.35502,0.191069
13.14144,77.91398,NEG-CHAR-023,charnockitic_red_loam,semi_arid_peninsular,0.9,0,1.207313,0.942782,0.957938,1.218206,0.269257,3.12719,392.358976,0.515282,0.850342
20.48771,85.87086,NEG-HYDR-032,hydromorphic_saline_alluvium,humid_coastal_lowland,1.0,0,0.897305,0.938332,0.845583,0.886565,0.560644,0.679279,43.30625,0.330334,0.789636
23.94836,78.1767,NEG-AREN-035,arenaceous_sandstone_soil,semi_arid_plateau,0.92,0,0.976845,1.034128,1.159186,0.728224,0.353084,3.311314,556.590922,0.631181,1.120192
19.61996,75.33325,NEG-VERT-030,vertisol_black_cotton,semi_arid_trap,0.95,0,0.856652,1.118446,0.903644,1.03556,0.332183,2.688143,383.287897,0.751899,0.630208
11.96948,78.97092,NEG-CHAR-028,charnockitic_red_loam,semi_arid_peninsular,0.9,0,0.84284,0.959556,0.925438,1.123251,0.190562,5.126226,445.800011,0.643715,0.7316
12.99133,77.52731,NEG-CHAR-045,charnockitic_red_loam,semi_arid_peninsular,0.9,0,0.990509,1.047238,0.895149,1.101675,0.341667,7.99455,422.14428,0.658935,0.642809
24.06975,77.29039,NEG-AREN-017,arenaceous_sandstone_soil,semi_arid_plateau,0.92,0,0.828742,0.991942,0.912706,1.033753,0.28415,3.869036,370.104416,0.715424,0.796002
26.6139,81.58076,NEG-QUAT-031,quaternary_alluvium,subhumid_alluvial,1.0,0,1.126465,0.881192,1.003069,0.814551,0.484853,0.842611,206.683675,0.563699,0.773717
14.6,76.4,Chitradurga Mn District,lateritic_gravelly_loam,tropical_wet_dry_supergene,1.0,1,1.417513,1.068188,1.564466,1.670115,0.137256,10.246412,643.948133,1.335464,1.295979
19.85679,86.4311,NEG-HYDR-030,hydromorphic_saline_alluvium,humid_coastal_lowland,1.0,0,0.80072,0.885411,0.732394,0.872985,0.480604,0.585818,15.597664,0.25005,0.806018
20.34537,86.33697,NEG-HYDR-001,hydromorphic_saline_alluvium,humid_coastal_lowland,1.0,0,0.90086,1.00665,0.72701,0.94572,0.537424,1.526318,24.799398,0.395534,0.597205
26.56912,72.6278,NEG-AEOL-025,aeolian_sand,arid_aeolian,1.0,0,0.726199,0.697999,0.784343,0.823177,0.083598,3.962846,104.117432,0.282377,0.264983
27.10102,72.98085,NEG-AEOL-033,aeolian_sand,arid_aeolian,1.0,0,0.79097,0.713848,0.644955,0.66308,0.048009,4.782353,296.111289,0.424622,0.250636
26.79607,81.24109,NEG-QUAT-027,quaternary_alluvium,subhumid_alluvial,1.0,0,0.886553,1.005469,0.877292,0.907192,0.54652,1.030344,110.786307,0.49576,0.621458
27.58556,72.81891,NEG-AEOL-030,aeolian_sand,arid_aeolian,1.0,0,0.76786,0.747084,0.580741,0.553806,0.095743,2.786119,241.025352,0.213246,0.134936
19.91493,74.99608,NEG-VERT-026,vertisol_black_cotton,semi_arid_trap,0.95,0,1.245387,1.056195,1.010528,0.972218,0.449625,1.199121,486.571793,0.59091,0.671285
11.97671,78.40503,NEG-CHAR-015,charnockitic_red_loam,semi_arid_peninsular,0.9,0,0.914918,0.75128,0.884656,0.914693,0.21393,3.907754,419.092745,0.579563,1.041317
11.82714,78.17095,NEG-CHAR-009,charnockitic_red_loam,semi_arid_peninsular,0.9,0,1.086185,1.073382,0.900594,1.107232,0.487181,1.959285,365.423205,1.029827,0.774766
18.3,83.9,Garbham Mn Deposits,lateritic_gravelly_loam,tropical_wet_dry_supergene,1.0,1,1.457898,1.189956,1.473024,1.240975,0.059577,14.170192,266.911946,1.013133,1.32281
12.98941,78.6802,NEG-CHAR-032,charnockitic_red_loam,semi_arid_peninsular,0.9,0,0.978164,1.028174,0.978526,1.041064,0.392245,4.839031,327.790116,0.582212,0.726246
23.94475,77.49708,NEG-AREN-048,arenaceous_sandstone_soil,semi_arid_plateau,0.92,0,0.839061,1.036708,1.06931,1.073679,0.295828,3.018318,384.810033,0.813548,0.877929
20.1221,86.1393,NEG-HYDR-042,hydromorphic_saline_alluvium,humid_coastal_lowland,1.0,0,1.023891,0.823042,0.757436,0.673932,0.349931,0.72237,19.96441,0.348718,0.496528
